Time,Normalised Renewable Production Profile,Normalised Electricity Consumption Profile
2025-02-22T08:00:00Z,0.511204969,0.19426988
2025-02-22T09:00:00Z,0.529540373,0.208677231
2025-02-22T10:00:00Z,0.544596273,0.178866731
2025-02-22T11:00:00Z,0.574559006,0.123404208
2025-02-22T12:00:00Z,0.583304348,0.082621295
2025-02-22T13:00:00Z,0.634881988,0.060076009
2025-02-22T14:00:00Z,0.657341615,0.026420316
2025-02-22T15:00:00Z,0.669664596,0.110384258
2025-02-22T16:00:00Z,0.607304348,0.232852342
2025-02-22T17:00:00Z,0.56536646,0.437673192
2025-02-22T18:00:00Z,0.586832298,0.525333144
2025-02-22T19:00:00Z,0.636124224,0.443573381
2025-02-22T20:00:00Z,0.63284472,0.366419644
2025-02-22T21:00:00Z,0.625987578,0.217803504
2025-02-22T22:00:00Z,0.629068323,0.101694346
2025-02-22T23:00:00Z,0.624149068,0.039179195
2025-02-23T00:00:00Z,0.671204969,0.032592764
2025-02-23T01:00:00Z,0.684521739,0.014713177
2025-02-23T02:00:00Z,0.704795031,0.028079977
2025-02-23T03:00:00Z,0.772770186,0.052866739
2025-02-23T04:00:00Z,0.814857143,0.06226527
2025-02-23T05:00:00Z,0.859329193,0.077440914
2025-02-23T06:00:00Z,0.865987578,0.109888225
2025-02-23T07:00:00Z,0.865490683,0.108840214
2025-02-23T08:00:00Z,0.854559006,0.148836186
2025-02-23T09:00:00Z,0.853068323,0.197716008
2025-02-23T10:00:00Z,0.860273292,0.252932379
2025-02-23T11:00:00Z,0.877416149,0.245667165
2025-02-23T12:00:00Z,0.918459627,0.351963808
2025-02-23T13:00:00Z,0.938534161,0.403789995
2025-02-23T14:00:00Z,0.95115528,0.385067524
2025-02-23T15:00:00Z,0.963975155,0.412267321
2025-02-23T16:00:00Z,0.986285714,0.462691187
2025-02-23T17:00:00Z,0.990559006,0.531106528
2025-02-23T18:00:00Z,1,0.482331134
2025-02-23T19:00:00Z,0.993291925,0.421759092
2025-02-23T20:00:00Z,0.988869565,0.336448772
2025-02-23T21:00:00Z,0.992596273,0.299078422
2025-02-23T22:00:00Z,0.987925466,0.261943034
2025-02-23T23:00:00Z,0.991503106,0.207222697
2025-02-24T00:00:00Z,0.98936646,0.195444696
2025-02-24T01:00:00Z,0.993142857,0.190447064
2025-02-24T02:00:00Z,0.978534161,0.158070616
2025-02-24T03:00:00Z,0.967801242,0.171433686
2025-02-24T04:00:00Z,0.947130435,0.155829141
2025-02-24T05:00:00Z,0.926956522,0.189283437
2025-02-24T06:00:00Z,0.916770186,0.231278461
2025-02-24T07:00:00Z,0.901267081,0.378902535
2025-02-24T08:00:00Z,0.874534161,0.493631749
2025-02-24T09:00:00Z,0.834285714,0.488645306
2025-02-24T10:00:00Z,0.839701863,0.448981266
2025-02-24T11:00:00Z,0.859627329,0.374531472
2025-02-24T12:00:00Z,0.86047205,0.301718962
2025-02-24T13:00:00Z,0.850732919,0.267865601
2025-02-24T14:00:00Z,0.821167702,0.235037874
2025-02-24T15:00:00Z,0.773217391,0.275056223
2025-02-24T16:00:00Z,0.741664596,0.460703323
2025-02-24T17:00:00Z,0.73957764,0.638827869
2025-02-24T18:00:00Z,0.716720497,0.688203724
2025-02-24T19:00:00Z,0.670658385,0.641956983
2025-02-24T20:00:00Z,0.680596273,0.521349957
2025-02-24T21:00:00Z,0.686509317,0.386238611
2025-02-24T22:00:00Z,0.655254658,0.237529231
2025-02-24T23:00:00Z,0.676372671,0.133358446
2025-02-25T00:00:00Z,0.667428571,0.144554633
2025-02-25T01:00:00Z,0.678757764,0.149473943
2025-02-25T02:00:00Z,0.659726708,0.121192569
2025-02-25T03:00:00Z,0.634732919,0.098781548
2025-02-25T04:00:00Z,0.616198758,0.092094418
2025-02-25T05:00:00Z,0.570832298,0.165141892
2025-02-25T06:00:00Z,0.535552795,0.359415501
2025-02-25T07:00:00Z,0.539875776,0.524523826
2025-02-25T08:00:00Z,0.520745342,0.570143999
2025-02-25T09:00:00Z,0.490534161,0.491379085
2025-02-25T10:00:00Z,0.486161491,0.396539699
2025-02-25T11:00:00Z,0.491080745,0.340812376
2025-02-25T12:00:00Z,0.482285714,0.364200547
2025-02-25T13:00:00Z,0.502807453,0.420584275
2025-02-25T14:00:00Z,0.468322981,0.437833564
2025-02-25T15:00:00Z,0.461664596,0.501754765
2025-02-25T16:00:00Z,0.405515528,0.623532878
2025-02-25T17:00:00Z,0.386434783,0.77389446
2025-02-25T18:00:00Z,0.387428571,0.826145819
2025-02-25T19:00:00Z,0.393937888,0.801086798
2025-02-25T20:00:00Z,0.419378882,0.738836447
2025-02-25T21:00:00Z,0.423950311,0.525034778
2025-02-25T22:00:00Z,0.405664596,0.35379876
2025-02-25T23:00:00Z,0.371925466,0.254435398
2025-02-26T00:00:00Z,0.326708075,0.201229268
2025-02-26T01:00:00Z,0.289242236,0.156548949
2025-02-26T02:00:00Z,0.280298137,0.155810493
2025-02-26T03:00:00Z,0.269018634,0.151797469
2025-02-26T04:00:00Z,0.27736646,0.168095716
2025-02-26T05:00:00Z,0.262360248,0.172701742
2025-02-26T06:00:00Z,0.242583851,0.35994883
2025-02-26T07:00:00Z,0.254012422,0.559246178
2025-02-26T08:00:00Z,0.281341615,0.614693783
2025-02-26T09:00:00Z,0.32447205,0.66731064
2025-02-26T10:00:00Z,0.322782609,0.679987469
2025-02-26T11:00:00Z,0.359602484,0.652478117
2025-02-26T12:00:00Z,0.442931677,0.626102556
2025-02-26T13:00:00Z,0.426285714,0.55984664
2025-02-26T14:00:00Z,0.373565217,0.501038687
2025-02-26T15:00:00Z,0.300024845,0.543317159
2025-02-26T16:00:00Z,0.257043478,0.657490667
2025-02-26T17:00:00Z,0.222857143,0.752415833
2025-02-26T18:00:00Z,0.189714286,0.775158787
2025-02-26T19:00:00Z,0.242782609,0.748152928
2025-02-26T20:00:00Z,0.223701863,0.653634285
2025-02-26T21:00:00Z,0.260968944,0.495321247
2025-02-26T22:00:00Z,0.267428571,0.347044498
2025-02-26T23:00:00Z,0.331726708,0.243664383
2025-02-27T00:00:00Z,0.35736646,0.244585588
2025-02-27T01:00:00Z,0.356770186,0.224796458
2025-02-27T02:00:00Z,0.311453416,0.194254961
2025-02-27T03:00:00Z,0.339130435,0.18987271
2025-02-27T04:00:00Z,0.366459627,0.197055873
2025-02-27T05:00:00Z,0.377838509,0.30762661
2025-02-27T06:00:00Z,0.376149068,0.496055973
2025-02-27T07:00:00Z,0.401291925,0.62668437
2025-02-27T08:00:00Z,0.442385093,0.683064369
2025-02-27T09:00:00Z,0.444223602,0.600282702
2025-02-27T10:00:00Z,0.427130435,0.51816117
2025-02-27T11:00:00Z,0.427875776,0.477012759
2025-02-27T12:00:00Z,0.466385093,0.497883466
2025-02-27T13:00:00Z,0.472695652,0.487142287
2025-02-27T14:00:00Z,0.482236025,0.494970667
2025-02-27T15:00:00Z,0.477763975,0.558746415
2025-02-27T16:00:00Z,0.432596273,0.71014109
2025-02-27T17:00:00Z,0.443478261,0.831385873
2025-02-27T18:00:00Z,0.429913043,0.864556721
2025-02-27T19:00:00Z,0.389267081,0.813584607
2025-02-27T20:00:00Z,0.341913043,0.716007713
2025-02-27T21:00:00Z,0.319055901,0.590671585
2025-02-27T22:00:00Z,0.300074534,0.418883589
2025-02-27T23:00:00Z,0.277763975,0.278875309
2025-02-28T00:00:00Z,0.247453416,0.270621758
2025-02-28T01:00:00Z,0.226981366,0.293222988
2025-02-28T02:00:00Z,0.208596273,0.270703808
2025-02-28T03:00:00Z,0.232149068,0.26778355
2025-02-28T04:00:00Z,0.232049689,0.252551962
2025-02-28T05:00:00Z,0.207055901,0.307939894
2025-02-28T06:00:00Z,0.214559006,0.451703857
2025-02-28T07:00:00Z,0.214409938,0.57778963
2025-02-28T08:00:00Z,0.203279503,0.60188269
2025-02-28T09:00:00Z,0.183403727,0.556131982
2025-02-28T10:00:00Z,0.164720497,0.481820182
2025-02-28T11:00:00Z,0.161391304,0.416153539
2025-02-28T12:00:00Z,0.17336646,0.385500155
2025-02-28T13:00:00Z,0.175950311,0.319247968
2025-02-28T14:00:00Z,0.181614907,0.324726715
2025-02-28T15:00:00Z,0.187826087,0.395361153
2025-02-28T16:00:00Z,0.202583851,0.577692661
2025-02-28T17:00:00Z,0.21421118,0.707452066
2025-02-28T18:00:00Z,0.249142857,0.782487403
2025-02-28T19:00:00Z,0.304,0.698363089
2025-02-28T20:00:00Z,0.314285714,0.62527832
2025-02-28T21:00:00Z,0.340521739,0.49590679
2025-02-28T22:00:00Z,0.353540373,0.342043136
2025-02-28T23:00:00Z,0.367602484,0.262940962
