Time,Normalised Renewable Production Profile,Normalised Electricity Consumption Profile
2025-02-20T19:00:00Z,0.873590062,0.57532065
2025-02-20T20:00:00Z,0.921341615,0.452804082
2025-02-20T21:00:00Z,0.903403727,0.30894688
2025-02-20T22:00:00Z,0.885813665,0.230711566
2025-02-20T23:00:00Z,0.883478261,0.139598026
2025-02-21T00:00:00Z,0.885813665,0.147859037
2025-02-21T01:00:00Z,0.850086957,0.132474536
2025-02-21T02:00:00Z,0.846062112,0.081591932
2025-02-21T03:00:00Z,0.862757764,0.093437065
2025-02-21T04:00:00Z,0.874335404,0.116497033
2025-02-21T05:00:00Z,0.880099379,0.145684694
2025-02-21T06:00:00Z,0.939627329,0.207569547
2025-02-21T07:00:00Z,0.942509317,0.299249982
2025-02-21T08:00:00Z,0.915180124,0.36646067
2025-02-21T09:00:00Z,0.880049689,0.388853044
2025-02-21T10:00:00Z,0.844819876,0.381349137
2025-02-21T11:00:00Z,0.834385093,0.420580546
2025-02-21T12:00:00Z,0.855950311,0.431593983
2025-02-21T13:00:00Z,0.882782609,0.395972804
2025-02-21T14:00:00Z,0.898981366,0.373953388
2025-02-21T15:00:00Z,0.927006211,0.405296744
2025-02-21T16:00:00Z,0.895304348,0.479388499
2025-02-21T17:00:00Z,0.861018634,0.537711607
2025-02-21T18:00:00Z,0.853962733,0.570315559
2025-02-21T19:00:00Z,0.879503106,0.498935206
2025-02-21T20:00:00Z,0.88884472,0.391825516
2025-02-21T21:00:00Z,0.885217391,0.293558649
2025-02-21T22:00:00Z,0.890981366,0.178497503
2025-02-21T23:00:00Z,0.868720497,0.156813749
2025-02-22T00:00:00Z,0.85952795,0.145908469
2025-02-22T01:00:00Z,0.824248447,0.122930552
2025-02-22T02:00:00Z,0.787677019,0.103734424
2025-02-22T03:00:00Z,0.728198758,0.069821391
2025-02-22T04:00:00Z,0.694956522,0.01662272
2025-02-22T05:00:00Z,0.637118012,0
2025-02-22T06:00:00Z,0.641490683,0.052270006
2025-02-22T07:00:00Z,0.572621118,0.123434044
